ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
22115491,中古マンション等,,22103,静岡県,静岡市清水区,小芝町,清水(静岡),8,４ＬＤＫ,80,,,,平成14年,,住宅,,,,,,,,2006年第４四半期,未改装,,7.380211241711606
22011363,中古マンション等,,22131,静岡県,浜松市中区,寺島町,浜松,11,１Ｋ,20,,,,昭和64年,ＲＣ,住宅,その他,,,,近隣商業地域,80.0,300.0,2016年第１四半期,,,6.176091259055681
22050413,中古マンション等,,22131,静岡県,浜松市中区,曳馬町,助信,16,４ＬＤＫ,95,,,,平成17年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2014年第３四半期,未改装,,7.447158031342219
22090236,中古マンション等,,22131,静岡県,浜松市中区,山下町,浜松,18,４ＬＤＫ,80,,,,昭和61年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2009年第３四半期,未改装,,7.079181246047625
22039525,中古マンション等,,22212,静岡県,焼津市,駅北,焼津,5,２ＬＤＫ＋Ｓ,65,,,,,ＲＣ,,住宅,,,,第１種住居地域,60.0,200.0,2018年第３四半期,改装済,,6.954242509439325
22038009,中古マンション等,,22101,静岡県,静岡市葵区,北安東,静岡,30分?60分,３ＬＤＫ,70,,,,平成22年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第３四半期,未改装,,7.431363764158987
22091457,中古マンション等,,22203,静岡県,沼津市,岡一色,大岡(静岡),14,３ＬＤＫ,65,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第２四半期,未改装,,7.146128035678238
22010287,中古マンション等,,22131,静岡県,浜松市中区,佐藤,浜松,21,３ＬＤＫ,75,,,,平成21年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2016年第２四半期,未改装,,7.3979400086720375
22086339,中古マンション等,,22103,静岡県,静岡市清水区,本郷町,清水(静岡),6,１ＤＫ,30,,,,昭和49年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,未改装,,6.447158031342219
22112948,中古マンション等,,22101,静岡県,静岡市葵区,昭和町,静岡,7,１Ｋ,25,,,,昭和53年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2008年第２四半期,改装済,,6.724275869600789
