ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
34067073,中古マンション等,,34213,広島県,廿日市市,可愛,廿日市,11,３ＬＤＫ,60,,,,平成7年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2013年第３四半期,未改装,,7.041392685158225
34073508,中古マンション等,,34104,広島県,広島市西区,鈴が峰町,新井口,19,３ＬＤＫ,75,,,,昭和61年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,40.0,200.0,2007年第１四半期,改装済,,7.113943352306837
34000717,中古マンション等,,34101,広島県,広島市中区,八丁堀,広島,18,１ＬＤＫ,60,,,,昭和55年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,800.0,2017年第４四半期,未改装,,7.113943352306837
34010953,中古マンション等,,34108,広島県,広島市佐伯区,五日市,五日市,9,３ＬＤＫ,60,,,,平成7年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2015年第４四半期,未改装,,7.113943352306837
34071687,中古マンション等,,34101,広島県,広島市中区,舟入幸町,広島,,３ＬＤＫ,60,,,,平成12年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2007年第１四半期,未改装,,7.230448921378274
34005498,中古マンション等,,34105,広島県,広島市安佐南区,相田,毘沙門台,8,３ＬＤＫ,70,,,,平成25年,ＲＣ,,,,,,準工業地域,60.0,200.0,2019年第４四半期,未改装,,7.361727836017593
34069372,中古マンション等,,34207,広島県,福山市,引野町,東福山,9,３ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2009年第３四半期,改装済,,6.778151250383644
34072960,中古マンション等,,34103,広島県,広島市南区,南蟹屋,広島,15,２ＬＤＫ,50,,,,昭和50年,ＳＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2007年第２四半期,未改装,,6.477121254719663
34040059,中古マンション等,,34104,広島県,広島市西区,横川新町,横川(広島),5,３ＬＤＫ,90,,,,平成19年,ＲＣ,住宅,,,,,近隣商業地域,80.0,400.0,2011年第３四半期,未改装,,7.505149978319906
34069337,中古マンション等,,34207,広島県,福山市,東桜町,福山,3,３ＬＤＫ,65,,,,平成23年,ＲＣ,住宅,,,,,商業地域,80.0,600.0,2009年第３四半期,未改装,,7.380211241711606
34072574,中古マンション等,,34103,広島県,広島市南区,大須賀町,広島,14,２ＬＤＫ,80,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2008年第１四半期,改装済,,7.204119982655925
34074740,中古マンション等,,34105,広島県,広島市安佐南区,八木,梅林(広島),9,４ＬＤＫ,95,,,,平成15年,ＲＣ,住宅,,,,,準住居地域,60.0,200.0,2008年第４四半期,未改装,,7.3222192947339195
34061387,中古マンション等,,34212,広島県,東広島市,西条朝日町,西条(広島),11,３ＬＤＫ,70,,,,平成9年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第１四半期,未改装,,7.113943352306837
34046050,中古マンション等,,34207,広島県,福山市,北吉津町,福山,16,３ＬＤＫ,75,,,,昭和50年,ＳＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2010年第２四半期,未改装,,6.812913356642856
34049572,中古マンション等,,34207,広島県,福山市,木之庄町,福山,24,３ＬＤＫ,70,,,,平成7年,ＲＣ,住宅,,,,,第２種住居地域,60.0,200.0,2011年第４四半期,未改装,,7.113943352306837
34047156,中古マンション等,,34207,広島県,福山市,西桜町,福山,14,３ＬＤＫ,65,,,,平成4年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2010年第３四半期,未改装,,7.113943352306837
34063921,中古マンション等,,34105,広島県,広島市安佐南区,中須,古市(広島),3,４ＬＤＫ,90,,,,平成3年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2009年第２四半期,未改装,,7.146128035678238
34000229,中古マンション等,,34101,広島県,広島市中区,加古町,広島,30分?60分,３ＬＤＫ,60,,,,昭和61年,ＳＲＣ,住宅,住宅,,,,近隣商業地域,80.0,400.0,2016年第２四半期,改装済,,7.146128035678238
34011256,中古マンション等,,34108,広島県,広島市佐伯区,海老園,五日市,23,２ＬＤＫ,70,,,,昭和60年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2019年第３四半期,未改装,,7.146128035678238
34045922,中古マンション等,,34103,広島県,広島市南区,宇品西,広島,30分?60分,３ＬＤＫ,65,,,,平成19年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第３四半期,未改装,,7.380211241711606
34000700,中古マンション等,,34101,広島県,広島市中区,橋本町,広島,10,１Ｋ,25,,,,平成11年,ＲＣ,,住宅,,,,商業地域,80.0,600.0,2019年第１四半期,未改装,,7.041392685158225
34037110,中古マンション等,,34101,広島県,広島市中区,上幟町,広島,10,１Ｋ,30,,,,平成18年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2011年第３四半期,未改装,,7.041392685158225
34048066,中古マンション等,,34104,広島県,広島市西区,横川町,横川(広島),5,１Ｋ,20,,,,平成2年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2012年第２四半期,未改装,,6.477121254719663
34082707,中古マンション等,,34213,広島県,廿日市市,須賀,廿日市,8,,65,,,,,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2008年第２四半期,,,7.079181246047625
34071538,中古マンション等,,34101,広島県,広島市中区,鉄砲町,広島,15,３ＬＤＫ,70,,,,平成9年,ＳＲＣ,住宅,,,,,商業地域,80.0,800.0,2007年第４四半期,未改装,,7.3979400086720375
34002455,中古マンション等,,34103,広島県,広島市南区,宇品海岸,広島,1H?1H30,２ＬＤＫ,60,,,,昭和55年,ＳＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第２四半期,改装済,,7.176091259055681
34000527,中古マンション等,,34101,広島県,広島市中区,十日市町,広島,30分?60分,３ＬＤＫ,60,,,,昭和56年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,600.0,2015年第３四半期,未改装,,7.113943352306837
34053643,中古マンション等,,34213,広島県,廿日市市,丸石,大野浦,14,２ＤＫ,55,,,,昭和37年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第１四半期,未改装,,6.342422680822207
34061655,中古マンション等,,34103,広島県,広島市南区,宇品海岸,広島,1H?1H30,４ＬＤＫ,75,,,,昭和57年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2009年第３四半期,未改装,,6.949390006644912
34047117,中古マンション等,,34104,広島県,広島市西区,観音本町,広島,30分?60分,３ＬＤＫ＋Ｓ,85,,,,平成18年,ＲＣ,住宅,,,,,近隣商業地域,80.0,300.0,2012年第４四半期,未改装,,7.3979400086720375
34000178,中古マンション等,,34101,広島県,広島市中区,大手町,広島,30分?60分,１Ｋ,25,,,,平成16年,,,その他,,,,商業地域,80.0,500.0,2019年第１四半期,未改装,,7.041392685158225
34040181,中古マンション等,,34107,広島県,広島市安芸区,船越南,向洋,11,３ＬＤＫ,75,,,,昭和50年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2010年第４四半期,未改装,,6.778151250383644
34002444,中古マンション等,,34103,広島県,広島市南区,宇品海岸,広島,1H?1H30,３ＬＤＫ,85,,,,平成30年,ＲＣ,,住宅,,,,商業地域,80.0,400.0,2019年第３四半期,未改装,,7.623249290397901
34000499,中古マンション等,,34101,広島県,広島市中区,鉄砲町,広島,15,３ＬＤＫ,70,,,,平成9年,ＳＲＣ,住宅,住宅,,,,商業地域,80.0,800.0,2018年第３四半期,未改装,,7.414973347970818
34052104,中古マンション等,,34108,広島県,広島市佐伯区,五日市,五日市,9,２ＬＤＫ,60,,,,平成7年,ＳＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第４四半期,改装済,,7.2552725051033065
34048290,中古マンション等,,34105,広島県,広島市安佐南区,上安,安東,3,３ＬＤＫ,60,,,,平成9年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2012年第２四半期,改装済,,7.113943352306837
34076389,中古マンション等,,34107,広島県,広島市安芸区,船越南,海田市,8,３ＬＤＫ,60,,,,昭和50年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2008年第４四半期,未改装,,6.698970004336019
34046065,中古マンション等,,34207,広島県,福山市,北吉津町,福山,10,２ＬＤＫ,70,,,,平成22年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第２四半期,改装済,,7.414973347970818
34072263,中古マンション等,,34102,広島県,広島市東区,戸坂出江,戸坂,10,３ＬＤＫ,70,,,,平成8年,ＲＣ,住宅,,,,,第２種中高層住居専用地域,60.0,200.0,2007年第１四半期,未改装,,7.230448921378274
34016709,中古マンション等,,34205,広島県,尾道市,栗原西,尾道,18,３ＬＤＫ,60,,,,平成7年,ＲＣ,住宅,住宅,,,,近隣商業地域,80.0,300.0,2016年第３四半期,未改装,,7.079181246047625
34052683,中古マンション等,,34102,広島県,広島市東区,中山東,広島,30分?60分,３ＬＤＫ,65,,,,平成7年,ＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第２四半期,未改装,調停・競売等,6.982271233039568
34046060,中古マンション等,,34207,広島県,福山市,北吉津町,福山,10,４ＬＤＫ,90,,,,平成22年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第２四半期,未改装,,7.462397997898956
34055086,中古マンション等,,34104,広島県,広島市西区,古江西町,西広島,30分?60分,４ＬＤＫ,70,,,,平成2年,ＲＣ,住宅,,,,,第１種低層住居専用地域,50.0,100.0,2013年第１四半期,未改装,,7.113943352306837
