ID,種類,地域,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,間取り,面積（㎡）,土地の形状,間口,延床面積（㎡）,建築年,建物の構造,用途,今後の利用目的,前面道路：方位,前面道路：種類,前面道路：幅員（ｍ）,都市計画,建ぺい率（％）,容積率（％）,取引時点,改装,取引の事情等,取引価格（総額）_log
42018166,中古マンション等,,42201,長崎県,長崎市,若葉町,住吉(長崎),1,３ＬＤＫ,65,,,,平成2年,ＲＣ,住宅,住宅,,,,商業地域,80.0,400.0,2014年第４四半期,未改装,,7.230448921378274
42021393,中古マンション等,,42201,長崎県,長崎市,古町,長崎(長崎),15,４ＬＤＫ,75,,,,平成10年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2011年第１四半期,改装済,,7.361727836017593
42034602,中古マンション等,,42201,長崎県,長崎市,滑石,道ノ尾,25,４ＬＤＫ,85,,,,平成8年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2007年第３四半期,改装済,,7.342422680822207
42003703,中古マンション等,,42201,長崎県,長崎市,八百屋町,長崎(長崎),12,３ＬＤＫ,75,,,,平成29年,,,,,,,,,,2019年第１四半期,未改装,,7.568201724066995
42026309,中古マンション等,,42202,長崎県,佐世保市,潮見町,佐世保,7,３ＬＤＫ,65,,,,平成3年,ＲＣ,住宅,,,,,商業地域,80.0,400.0,2012年第３四半期,未改装,,7.079181246047625
42031588,中古マンション等,,42201,長崎県,長崎市,立山,長崎(長崎),30分?60分,４ＬＤＫ,95,,,,平成19年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2009年第４四半期,,,7.431363764158987
42031796,中古マンション等,,42201,長崎県,長崎市,滑石,,,３ＬＤＫ,65,,,,平成4年,ＳＲＣ,住宅,,,,,,,,2009年第１四半期,未改装,,7.113943352306837
42027749,中古マンション等,,42201,長崎県,長崎市,岩屋町,道ノ尾,6,４ＬＤＫ,80,,,,平成10年,ＳＲＣ,住宅,,,,,第１種住居地域,60.0,200.0,2013年第４四半期,未改装,,7.176091259055681
42003693,中古マンション等,,42201,長崎県,長崎市,本原町,西浦上,23,３ＬＤＫ,70,,,,平成15年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2018年第２四半期,未改装,,7.3979400086720375
42005811,中古マンション等,,42202,長崎県,佐世保市,ハウステンボス町,ハウステンボス,15,２ＬＤＫ,75,,,,平成4年,ＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2020年第１四半期,未改装,,7.361727836017593
42019741,中古マンション等,,42204,長崎県,諫早市,天満町,,,３ＬＤＫ,95,,,,平成11年,ＳＲＣ,住宅,,,,,,,,2010年第１四半期,改装済,,7.176091259055681
42019517,中古マンション等,,42204,長崎県,諫早市,栄町,諫早,24,４ＬＤＫ,95,,,,平成20年,ＲＣ,住宅,住宅,,,,,,,2014年第４四半期,,,7.361727836017593
42029536,中古マンション等,,42202,長崎県,佐世保市,常盤町,佐世保,18,,75,,,,平成25年,ＳＲＣ,住宅,,,,,商業地域,80.0,600.0,2013年第３四半期,,,7.477121254719663
42018170,中古マンション等,,42202,長崎県,佐世保市,相生町,佐世保,24,４ＬＤＫ,85,,,,平成13年,ＳＲＣ,住宅,住宅,,,,,,,2014年第４四半期,未改装,,7.301029995663981
42001300,中古マンション等,,42201,長崎県,長崎市,小ケ倉町,長崎(長崎),1H30?2H,４ＬＤＫ,75,,,,平成9年,ＲＣ,住宅,住宅,,,,第１種中高層住居専用地域,60.0,200.0,2015年第３四半期,未改装,,7.079181246047625
42000031,中古マンション等,,42201,長崎県,長崎市,赤迫,西浦上,6,３ＬＤＫ,70,,,,平成20年,ＲＣ,住宅,住宅,,,,,,,2020年第１四半期,未改装,,7.414973347970818
42020135,中古マンション等,,42201,長崎県,長崎市,川平町,西浦上,30分?60分,４ＬＤＫ,80,,,,,ＳＲＣ,住宅,,,,,,,,2011年第１四半期,,,7.041392685158225
42018440,中古マンション等,,42202,長崎県,佐世保市,鹿子前町,佐世保,1H?1H30,３ＬＤＫ,75,,,,平成8年,ＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2010年第３四半期,未改装,,6.968482948553935
42000861,中古マンション等,,42201,長崎県,長崎市,片淵,長崎(長崎),30分?60分,３ＬＤＫ,65,,,,平成11年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第３四半期,未改装,,7.079181246047625
42025042,中古マンション等,,42201,長崎県,長崎市,赤迫,西浦上,9,３ＬＤＫ,70,,,,平成3年,ＳＲＣ,住宅,,,,,第１種中高層住居専用地域,60.0,200.0,2012年第４四半期,改装済,,6.929418925714293
42002518,中古マンション等,,42201,長崎県,長崎市,滑石,道ノ尾,3,３ＤＫ,60,,,,平成2年,ＳＲＣ,住宅,住宅,,,,第１種住居地域,60.0,200.0,2015年第１四半期,改装済,,7.0
42027896,中古マンション等,,42201,長崎県,長崎市,金屋町,長崎(長崎),6,４ＬＤＫ,85,,,,平成11年,ＳＲＣ,住宅,,,,,商業地域,80.0,500.0,2013年第３四半期,未改装,,7.414973347970818
